emosi,dokumen
sadness,"['left', 'home', 'melbourn', 'come', 'qland', 'studi', 'hop', 'car', 'hug', 'mother', 'shook', 'hand', 'father', 'sens', 'immedi', 'father', 'sad', 'also', 'flood', 'emot']"
disgust,"['one', 'parent', 'verbal', 'person', 'abus']"
shame,"['felt', 'someth', 'akin', 'shame', 'heavi', 'night', 'drink', 'along', 'wake', 'woman', 'met', 'whose', 'husband', 'epilept', 'later', 'know', 'knew', 'mother']"
guilt,"['felt', 'guilti', 'talk', 'negat', 'agre', 'person', 'likewis', 'nonpres', 'third', 'person']"
joy,"['love', 'first', 'time']"
fear,"['child', 'step', 'rusti', 'nail', 'told', 'might', 'get', 'tetanus']"
anger,"['child', '8', 'year', 'old', 'walk', 'across', 'paddock', 'set', 'upon', 'anoth', 'boy', 'claim', 'land', 'intimid', 'boy', 'cri', 'punch', 'etc']"
sadness,"['child', 'dog', 'get', 'diseas', 'die']"
disgust,"['malaysian', 'citi', 'girlfriend', 'come', 'pictur', 'theatr', 'see', 'rush', 'taxi', 'old', 'sick', 'man', 'tri', 'get', 'see', 'take', 'taxi']"
shame,"['child', 'sent', 'shop', 'mother', 'buy', 'chocol', 'get', 'caught', 'mother']"
guilt,"['child', 'accident', 'step', 'pet', 'guineapig', 'die']"
joy,"['achiev', 'first', '6', 'univers', 'long', 'string', '3s', '4s', '5s', '7', 'highest', 'mark', 'award', '3', 'conced', 'pass']"
fear,"['one', 'night', 'go', 'downstair', 'hear', 'strong', 'stir', 'branc', 'wind']"
anger,"['inform', 'flatmat', 'would', 'move', 'flat', 'would', 'expect', 'us', 'buy', 'food', 'separet', 'event', 'actual', 'happen', '5', 'month', 'share', 'began', 'prior', 'said', 'noth']"
sadness,"['decid', 'termin', 'pregnanc', 'discuss', 'friend', 'famili', 'man', 'involv']"
disgust,"['friend', 'invit', 'parent', 'graduat', 'ceremoni']"
shame,"['say', 'someth', 'quit', 'rude', 'jest', 'photograph', 'someon', 'quit', 'turn', 'way']"
guilt,"['14', 'year', 'old', 'borrow', 'drink', 'refriger', 'intend', 'replac', 'later', 'day', 'found', 'miss', 'could', 'anyth', 'one', 'own', 'disappear']"
joy,"['child', 'belov', 'cat', 'gave', 'birth', 'four', 'beauti', 'littl', 'kitten', 'came', 'follow', 'wit', 'born']"
fear,"['embark', 'univers', 'life', 'came', 'differ', 'citi', 'know', 'anybodi', 'uni', 'frighten', 'well', 'known', 'love', 'friend', 'also', 'secur', 'taken', 'away']"
anger,"['brother', 'cruel', 'boyfriend', 'flatmat', 'bent', 'back', 'one', 'brother', 'finger', 'fault']"
sadness,"['upon', 'move', 'away', 'home', 'first', 'time', 'differ', 'citi', 'felt', 'longer', 'wing', 'parent', 'even', 'though', 'would', 'alway', 'help', 'felt', 'sens', 'loss', 'alon', 'world', 'respons', 'action']"
disgust,"['sit', 'rock', 'concert', 'listen', 'extrem', 'loud', 'band', 'tini', 'babi', 'crawler', 'left', 'young', 'mother', 'right', 'sun', 'next', 'speaker', 'scream', 'probabl', 'pain']"
shame,"['lazi', 'unthought', 'get', 'contact', 'close', 'friend', 'shift', 'gold', 'coast', 'brisban', 'month', 'despit', 'effort', 'contact', 'felt', 'shame', 'final', 'confront']"
guilt,"['felt', 'let', 'parent', 'especi', 'mother', 'sexual', 'intercours', 'first', 'time', 'time', 'also', 'went', 'pill']"
joy,"['weekend', 'argu', 'parent', 'went', 'home', 'could', 'nicer', 'soon', 'walk', 'mum', 'kiss', 'dad', 'thank', 'birthday', 'present', 'i', 'would', 'left', 'includ', 'sentiment', 'birthday', 'card']"
fear,"['uni', 'start', 'leav', 'home', 'take', 'resid', 'brisban', 'big', 'smoke', 'leav', 'home', 'famili', 'move', 'big', 'place', 'quit', 'intimid', 'first', 'anxious']"
anger,"['flatmat', 'ask', 'question', 'relationship', 'boyfriend', 'whether', 'treat', 'unfair', 'claim', 'would', 'treat', 'result', 'anger', 'becam', 'defens']"
sadness,"['close', 'friend', 'victoria', 'visit', 'holiday', 'enjoy', 'compani', 'immens', '10', 'short', 'day', 'overwhelm', 'sad', 'left', 'return', 'victoria']"
disgust,"['one', 'flatmat', 'came', 'back', 'flat', 'monday', 'morn', 'find', 'real', 'mess', 'left', 'guy', 'share']"
shame,"['first', 'weekend', 'back', 'home', 'one', 'week', 'uni', 'scold', 'one', 'sister', 'best', 'friend', 'use', 'telephon', 'silli', 'annoy', 'time', 'need', 'famili']"
guilt,"['bictorian', 'friend', 'stay', 'hous', 'ere', 'go', 'place', 'togeth', 'sleep', 'togeth', 'time', 'boyfriend', 'local', 'first', 'time', 'face', 'sleep', 'guy', 'melbourn', 'felt', 'guilti']"
joy,"['joy', 'give', 'birth', 'share', 'joy', 'husband', 'moment', 'complet', 'happi', 'feel', 'much', 'love']"
fear,"['attempt', 'rape', '5', 'guy', 'held', 'arm', 'behind', 'back', 'molest', 'constant', 'threaten', 'beat', 'penetr', 'occur', 'driver', 'car', 'stop']"
anger,"['anger', 'doctor', 'treatment', 'give', 'birth', 'left', 'part', 'placenta', 'behind', 'bled', 'heavili', 'twelv', 'week', 'due', 'felt', 'weak', 'emot', 'said', 'need', 'psychiatr', 'treatment', 'give', 'support']"
sadness,"['son', 'diagnos', 'cerebr', 'palsi', 'age', '5', 'would', 'endur', 'much', 'label', 'stigma', 'discrimin', 'even', 'though', 'case', 'relat', 'mild']"
disgust,"['adopt', 'aborigin', 'sister', 'felt', 'disgust', 'due', 'racism', 'subject']"
shame,"['can', 'not', 'rememb', 'ever', 'feel', 'shame']"
guilt,"['decid', 'first', 'marriag', 'end', 'left', 'child', 'felt', 'overwhelm', 'guilt', 'separ', 'mother', 'child']"
joy,"['receiv', 'notif', 'made', 'success', 'applic', 'speech', 'therapi', 'cours', 'uni', 'gave', 'good', 'feelig', 'achiev', 'joy']"
fear,"['includ', 'questionnair']"
anger,"['exboyfriend', 'began', 'date', 'best', 'friend', 'see', 'found', 'sleep', 'anoth', 'girl', 'without', 'friend', 'know', 'told', 'friend', 'behind', 'back']"
sadness,"['mother', 'left', 'father', 'best', 'friend', 'move', 'papua', 'new', 'guinea', 'despit', 'fact', 'closer', 'father', 'anyon', 'els', 'famili', 'move', 'mother', 'say', 'goodby', 'father', 'know', 'would', 'see']"
disgust,"['discov', 'mother', 'affair', 'father', 'best', 'friend', 'ran', 'away', 'without', 'even', 'speak', 'let', 'come', 'home', 'school', 'simpli', 'find', 'gone', 'fill', 'disgust', 'contempt']"
shame,"['recent', 'becam', 'sexual', 'involv', 'sister', 'lover', 'care', 'much', 'asham', 'hurt', 'may']"
guilt,"['stole', 'shirt', 'depart', 'store', 'work', 'promot', 'work', 'privileg', 'section', 'store', 'belief', 'integr', 'make', 'feel', 'even', 'guiltier']"
joy,"['see', 'close', 'friend', 'return', 'twelv', 'month', 'oversea']"
fear,"['find', 'alon', 'public', 'toilet', 'block', 'man', 'known', 'great', 'psycholog', 'disturb']"
anger,"['see', 'uncertain', 'child', 'work', 'model', 'sever', 'hour', 'watch', 'bulli', 'age', 'destroy', 'tell', 'child', 'worthless']"
sadness,"['leav', 'home', 'move', 'closer', 'univers', 'oldest', 'child', 'experi', 'traumat', 'parent']"
disgust,"['view', 'result', 'senseless', 'vandal', 'local', 'primari', 'school']"
shame,"['slept', 'man', 'pure', 'found', 'physic', 'attract', 'influenc', 'alcohol']"
guilt,"['invent', 'fictiti', 'seri', 'event', 'result', 'end', 'conflict', 'two', 'closest', 'friend']"
joy,"['finish', 'exam', '12th', 'grade', 'worri', 'get', 'te', 'score', 'high', 'enough', 'physiotherapi', 'found', 'accept', 'ecstat', 'appropri', 'could', 'jump', 'joy']"
fear,"['go', 'driver', 'licenc', 'third', 'time', 'everyth', 'seem', 'hing', 'get', 'realli', 'nervous', 'test', 'offic', 'made', 'littl', 'afraid', 'well', 'lot', 'thing', 'worri', 'pass', 'howev']"
anger,"['socal', 'friend', 'let', 'promis', 'tell', 'certain', 'concert', 'occur', 'would', 'get', 'ticket', 'realli', 'look', 'forward', 'noth', 'told', 'blue', 'one', 'day', 'fantast', 'concert', 'go']"
sadness,"['famili', 'heard', 'mother', 'cousin', 'live', 'england', 'wrote', 'us', 'tell', 'cancer', 'lymph', 'gland']"
disgust,"['found', 'peopl', 'ethiopia', 'starv', 'govern', 'spend', 'million', 'celebr', 'power', 'mani', 'year', 'saw', 'peopl', 'tv', 'need', 'food', 'etc']"
shame,"['went', 'visit', 'montros', 'home', 'crippl', 'children', 'interview', 'handicap', 'child', 'interview', 'two', 'boy', 'went', 'realli', 'well', 'promis', 'would', 'visit', 'never', 'got', 'time', 'hope', 'forgotten', 'feel', 'asham', 'let']"
guilt,"['drive', 'parent', 'car', 'carpark', 'front', 'shop', 'scrape', 'corner', 'front', 'panel', 'back', 'corner', 'father', 'util', 'tell', 'anyon', 'lie', 'bump', 'later', 'confess']"
joy,"['two', 'year', 'ago', 'somebodi', 'like', 'much', 'want', 'give', 'studi', 'tri', 'make', 'understand', 'import', 'go', 'difficulti', 'find', 'job', 'also', 'decreas', 'cultur', 'etc', 'person', 'made', 'test', 'colleg', 'entranc', 'examin', 'great', 'joy', 'found', 'succed', 'enter', 'univers']"
fear,"['one', 'night', 'got', 'univers', 'saw', 'two', 'strang', 'peopl', 'near', 'car', 'got', 'near', 'move', 'away', 'came', 'close', 'feel', 'assault', 'left', 'discov', 'windshield', 'broken']"
anger,"['one', 'day', 'crossroad', 'somebodi', 'crash', 'car', 'got', 'person', 'laugh', 'felt', 'great', 'anger', 'got', 'car', 'went', 'away']"
sadness,"['know', 'sudden', 'thought', 'feel', 'boyfriend', 'realli', 'love', 'almost', 'three', 'year', 'togeth', 'matter', 'fact', 'shake', 'felt', 'great', 'sorrow', 'call', 'sad']"
disgust,"['return', 'home', 'late', 'afternoon', 'saw', 'indec', 'act', 'made', 'man', 'purpos', 'saw']"
shame,"['school', 'part', 'agre', 'go', 'restaur', 'met', 'school', 'separ', 'us', 'sever', 'car', 'car', 'broke', 'arriv', 'late', 'alreadi', 'arriv', 'stand', 'applaud', 'us', 'enter', 'two', 'hour', 'late', 'restaur', 'attent', 'turn', 'us']"
guilt,"['littl', 'girl', 'eight', 'year', 'old', 'broke', 'bey', 'close', 'mother', 'ask', 'said', 'almost', 'never', 'lie', 'brother', 'frequent', 'spite', 'brother', 'deni', 'mother', 'gave', 'slap']"
joy,"['enter', 'univers']"
fear,"['one', 'night', 'friend', 'went', 'cemeteri', 'stop', 'car', 'front', 'wall', 'sudden', 'grave', 'digger', 'appear', 'wall', 'look', 'like', 'ghost', 'alreadi', 'afraid', 'almost', 'die']"
anger,"['one', 'teacher', 'unjust', 'gave', 'zero', 'test', 'say', 'crib']"
sadness,"['grandmoth', 'die']"
disgust,"['went', 'restaur', 'boyfriend', 'dinner', 'saw', 'coupl', 'man', 'coupl', 'negro', 'manner', 'eat']"
shame,"['teacher', 'ask', 'read', 'composit', 'homework', 'stood', 'invent', 'one', 'done', 'colleagu', 'saw', 'copi', 'book', 'noth', 'written', 'accus', 'call', 'director', 'room']"
guilt,"['took', 'away', 'best', 'friend', 'boyfriend']"
joy,"['end', 'semest', 'got', 'approv', 'matter', 'judg', 'difficult']"
fear,"['cross', 'street', 'sever', 'way', 'car', 'began', 'move', 'thought', 'go', 'trampl']"
anger,"['went', 'school', 'librari', 'ask', 'book', 'librarian', 'told', 'howev', 'colleagu', 'ask', 'gave']"
sadness,"['colleagu', 'decid', 'go', 'saturday', 'invit', 'decid', 'either', 'place', 'time']"
disgust,"['teacher', 'give', 'test', 'call', 'student', 'first', 'name', 'teacher', 'said', 'give', 'liberti']"
shame,"['one', 'day', 'intim', 'girlfriend', 'ejacul']"
guilt,"['answer', 'mother', 'rude']"
joy,"['situat', 'felt', 'happiest', 'life', 'person', 'love', 'first', 'time']"
fear,"['fear', 'thief']"
anger,"['feel', 'anger', 'somebodi', 'forbid', 'someth']"
sadness,"['felt', 'sad', 'despis', 'anoth', 'person']"
disgust,"['felt', 'disgust', 'dirti']"
shame,"['shame', 'someth', 'well']"
guilt,"['felt', 'guilti', 'could', 'help', 'person']"
joy,"['got', 'examin', 'driver', 'licenc', 'finish', 'knew', 'pass']"
fear,"['insid', 'car', 'husband', 'assault', 'gun', '10', 'clock', 'even']"
anger,"['chang', 'offic', 'anoth', 'room', 'without', 'agreement']"
sadness,"['could', 'sleep', 'began', 'remind', 'childhood', 'mani', 'sister', 'time', 'spank', 'lot', 'know', 'start', 'remind', 'spank', 'shout', 'happen']"
disgust,"['red', 'report', 'magazin', 'vesa', 'iranian', 'tell', 'live', 'prison', 'iran', 'felt', 'disgust', 'peopl']"
shame,"['made', 'comment', 'moment', 'fit']"
guilt,"['niec', '3', 'year', 'old', 'live', 'room', 'fix', 'tabl', 'birthday', 'parti', 'everi', 'child', 'could', 'stay', 'calm', 'burst', 'balloon', 'told', 'quiet', 'father', 'pinch', 'believ', 'said', 'anyth', 'would', 'happen']"
joy,"['ilha', 'grand', 'wonder', 'sun', 'wonder', 'peopl', 'wonder', 'sea', 'wonder', 'boy']"
fear,"['look', 'job', 'felt', 'lot', 'fear', 'fear', 'greater', 'found']"
anger,"['feel', 'occur', 'colleagu', 'enter', 'gv', 'univers']"
sadness,"['appli', 'colleg', 'entranc', 'examin', 'fuvest', 'approv', 'second', 'fase']"
disgust,"['feel', 'met', 'girl', 'dirti', 'fresh', 'dump', 'childish']"
shame,"['fat', 'asham', 'bodi']"
guilt,"['exboyfriend', 'want', 'sleep', 'anymor', 'insist', 'made', 'love', 'felt', 'bad', 'felt', 'guilti']"
joy,"['felt', 'happi', 'mother', 'borrow', 'car', 'order', 'let', 'go', 'alon', 'first', 'time']"
fear,"['felt', 'afraid', 'smoke', 'maryhuana', 'first', 'time', 'life', 'lot', 'friend', 'middl', 'street', 'day', 'brake']"
anger,"['felt', 'anger', 'fight', 'father', 'beat', 'mother', 'came', 'help', 'bee', 'beat', 'also', 'beat', 'mother']"
sadness,"['happen', 'lost', 'two', 'intim', 'friend', 'car', 'accid']"
disgust,"['felt', 'disgust', 'father', 'knew', 'lover']"
shame,"['mother', 'found', 'smoke', 'maryhuana']"
guilt,"['felt', 'guilti', 'stole', 'boyfriend', 'friend', 'mine']"
joy,"['alway', 'well', 'succed']"
fear,"['danger', 'nearbi']"
anger,"['feel', 'anger', 'thing', 'come', 'wish']"
sadness,"['could', 'go', 'trip', 'friend', 'holiday']"
disgust,"['disgust', 'drunker', 'blood']"
shame,"['shame', 'reprehend']"
guilt,"['shout', 'colleagu', 'classroom']"
joy,"['possibl', 'get', 'better', 'profession', 'life', 'valor', 'much', 'aspect', 'peopl', 'show', 'possibl', 'real', 'fact', 'even']"
fear,"['curious', 'went', 'spirit', 'session', 'friend', 'alreadi', 'time', 'mani', 'time', 'younger', 'day', 'even', 'believ', 'spirit', 'terribl', 'afraid', 'someth', 'would', 'happen', 'sort', 'incorpor']"
anger,"['deni', 'job', 'person', 'props', 'give', 'polit', 'reason', 'noth', 'direct', 'profession', 'level']"
sadness,"['inform', 'talk', 'friend', 'talk', 'life', 'anoth', 'person', 'common', 'friend', 'situat', 'abl', 'assum', 'certain', 'problem', 'decid', 'solv', 'suggest', 'problem', 'decid', 'solv', 'get', 'moment']"
disgust,"['friend', 'camp', 'weekend', 'littl', 'food', 'met', 'middl', 'age', 'coupl', 'small', 'town', 'invit', 'us', 'eat', 'hous', 'hous', 'small', 'bad', 'built', 'old', 'dirti', 'fornitur', 'utensil', 'problem', 'pan', 'dish', 'even', 'food']"
shame,"['went', 'meet', 'famili', 'boyfriend', 'parti', 'hous', 'mother', 'eager', 'know', 'friend', 'readi', 'make', 'joke', 'situat']"
guilt,"['met', 'anoth', 'person', 'began', 'go', 'boyfriend', 'marriag', 'accord', 'met', 'us', 'togeth', 'great', 'scandal', 'broke', 'engag', 'began', 'go', 'work', 'mind', 'mix']"
joy,"['got', 'wed', 'ring', 'diamond', 'boy', 'love']"
fear,"['afraid', 'get', 'alon', 'without', 'friend', 'without', 'anybodi']"
anger,"['stole', 'dark', 'blue', 'tenni']"
sadness,"['becam', 'conscious', 'men', 'wnat', 'anyth', 'goal', 'sex', 'import']"
disgust,"['went', 'clinic', 'hospit', 'saw', 'condit', 'peopl', 'attend']"
shame,"['last', 'day', 'carnav', 'met', 'boy', 'began', 'flirt', 'love', 'introduc', 'friend', 'die', 'shame', 'met', 'boyfriend', 'carnav']"
guilt,"['pass', 'examin', 'fuvest', 'felt', 'guilti', 'studi', 'opportun', 'drew']"
joy,"['met', 'great', 'friend', 'talk', 'littl', 'see', 'anoth', 'miss']"
fear,"['feel', 'afraid', 'way', 'great', 'friend', 'look', 'also', 'littl', 'afraid', 'direct', 'go']"
anger,"['felt', 'anger', 'friend', 'met', 'date', 'becom', 'nervous', 'pest', 'alway', 'get', 'meet']"
sadness,"['knew', 'almost', 'day', 'two', 'great', 'friend', 'mine', 'serious', 'existenti', 'crisi', 'main', 'notic', 'i', 'situat', 'realiz']"
disgust,"['friend', 'get', 'acquaint', 'guy', 'vacat', 'thought', 'disgust', 'friend', 'mine', 'feel', 'littl', 'disgust', 'want', 'stay']"
shame,"['felt', 'shame', 'talk', 'person', 'seen', 'mani', 'year', 'shame', 'would', 'recogn', 'would', 'know', 'say']"
guilt,"['wish', 'secret', 'lie', 'friend', 'mine', 'want', 'stay', 'hous', 'beach', 'alway', 'would', 'stick']"
joy,"['enter', 'univers']"
fear,"['afraid', 'sever', 'time', 'mark', 'almost', 'enter', 'univers']"
anger,"['i', 'crazi', 'footbal', 'team', 'lost', 'goal', 'paulist', 'championship', 'lost', 'classif']"
sadness,"['grandmoth', 'second', 'mother', 'die']"
disgust,"['girl', 'like', 'accept', 'curt']"
shame,"['first', 'sexual', 'relat', 'work']"
guilt,"['father', 'serious', 'fight', 'sister']"
joy,"['met', 'girl', 'ask', 'date', 'agre', 'thought', 'girl', 'would', 'never', 'like', 'emot', 'joy']"
fear,"['fact', 'girl', '22', 'year', 'marri', 'guilt', 'disgust', 'fear', 'main', 'factor', 'relationship']"
anger,"['car', 'sad', 'felt', 'anger', 'way', 'act', 'negoti']"
sadness,"['buy', 'car', 'like', 'busi', 'car']"
disgust,"['met', 'girl', '22', 'year', 'old', 'marri', 'like', 'ask', 'date', 'kiss', 'discov', 'live', 'nearbi', 'pass', 'everi', 'day', 'got', 'amus', 'think', 'husband', 'would', 'talk', 'anymor']"
shame,"['mother', 'look', 'drawer', 'keep', 'person', 'thing', 'found', 'porno', 'photo', 'kept', 'week', 'split']"
guilt,"['girl', '22', 'year', 'marri', 'felt', 'guilti', 'relationship']"
joy,"['felt', 'joy', 'red', 'name', 'list', 'approv', 'entranc', 'colleg', 'examin']"
fear,"['visit', 'parent', 'law', 'hous', 'invad', 'three', 'strang', 'men', 'commit', 'arm', 'assault']"
anger,"['nearbi', 'end', 'year', 'wife', 'car', 'ride', 'appear', 'anoth', 'vehicl', 'driven', 'drunk', 'driver', 'provok', 'accid']"
joy,"['friend', 'see', 'month', 'circumst', 'met', 'made', 'feel', 'happi', 'perhap', 'one', 'good', 'thing', 'learn', 'friend']"
fear,"['left', 'carnav', 'ball', '4', 'clock', 'alon', 'foreign', 'citi', 'go', 'back', 'home', 'guy', 'appear', 'tri', 'catch']"
anger,"['fact', 'inform', 'someth', 'greatest', 'trust', 'person']"
sadness,"['friend', 'mine', 'lent', 'apart', 'holiday', 'besid', 'fine', 'person', 'month', 'later', 'knew', 'die', 'tragic', 'moto', 'accid', 'young', 'felt', 'sad', 'could', 'believ', 'today']"
disgust,"['contact', 'poor', 'famili', 'northeast', 'offer', 'crab', 'eat', 'request', 'fact', 'crab', 'prepar', 'antihygien', 'appear', 'also', 'antihygien', 'caus', 'disgust', 'ate', 'anyway']"
shame,"['birthday', 'member', 'group', 'made', 'surpris', 'public', 'place', '10', 'pm', 'give', 'flower', 'suvenir']"
guilt,"['attend', 'demand', 'made', 'client', 'work', 'bank', 'suggest', 'applic', 'money', 'week', 'ahead', 'inform', 'wrong', 'client', 'arriv', 'week', 'applic', 'made', 'lost', 'lot', 'time', 'money']"
joy,"['long', 'time', 'search', 'got', 'first', 'job']"
fear,"['time', 'work', 'transfer', 'anoth', 'place', 'quit', 'harder', 'job']"
anger,"['use', 'go', 'chief', 'ask', 'doubt', 'job', 'care', 'answer', 'leav', 'speak', 'alon']"
sadness,"['knew', 'person', 'like', 'much', 'react', 'way', 'would', 'like', 'even', 'knew', 'feel']"
disgust,"['knew', 'person', 'like', 'feel']"
shame,"['lot', 'explan', 'fail', 'work']"
guilt,"['brother', 'home', 'watch', 'tv', 'program', 'start', 'teas', 'joke', 'hurt', 'without', 'know', 'serious', 'went', 'got', 'angri', 'gave', 'back', 'moment', 'felt', 'anger', 'know', 'fault']"
joy,"['person', 'like', 'much', 'got', 'near']"
fear,"['home', 'alon', 'heard', 'nois', 'roof', 'doorknob', 'drawer']"
anger,"['person', 'privileg', 'account', 'situat', 'unjust', 'disloy', 'colleagu', 'friend']"
sadness,"['betray', 'friend', 'decid', 'stay', 'apart', 'form']"
disgust,"['seri', 'fact', 'occur', 'colleagu', 'start', 'feel', 'certain', 'necess', 'get', 'apart', 'want', 'see', 'anymor']"
shame,"['went', 'studi', 'public', 'librari', 'know', 'well', 'got', 'book', 'want', 'studi', 'hear', 'music', 'went', 'place', 'could', 'pass', 'door', 'bell', 'rang', 'man', 'came', 'say', 'could', 'leav', 'book']"
